trip_id,road_segments
1092,"69,69,69,69,69,69,73,38,35,35,35,89,89,89,89,122454,190563,4150,4150,4150,102,102,100,100,100,100,100,100,100"
1093,"56741,56741,56741,56741,56741,56740,56740,56742,102153,102151,102157,152675,1563,140716,1567,106907,106907,106903,100097,100097,100097,191975,115,121823,107216,107220,107220,122570,92,92,92"
1094,"107457,107457,107457,107457,107457,107457,107457,82288,1525,1532,154957,154957,154957,1438,1438,1440,1440,191192,1443,1539,1536,1535,1535,1462,156299,153194,153194,156286,156283,168061,1148,5293,1495,5275,5275,183739,183739,183739,5233,25552,5271,5277,5274,7127,7127,7127"
1095,"107446,107446,107446,107446,105555,108976,132763,4157,4157,100080,100080,1043,678,678,678,10658,10641,10641,27120,27120,5113,7362,7362,7362,7362,7362,4146,4146,1280,1280,1280,1280,1280,25683,25683,100126,176395,176395,176395"
1096,"157177,157177,56740,56740,56742,102153,102151,102157,152675,152675,1563,140716,106907,106903,106903,1569,100097,100097,191975,106,107215,121823,107214,94,94,100,100,100,10288,122454,122454,122454,122454,122454"
1097,"59393,59393,59393,59393,59393,59393,59393,59393,38555,38555,7614,10393,10414,1506,10532,1110,1110,10488,152032,152032,10483,34155,6470,6470,152648,6445,8469,8469,106493,106501,5090,5085,1166,8697,8558,105085,105085,8827,8827,8828,8828,8828,8828,8828,798,798,8021,8829,4201,796,796,796,796,796,796,796,798,798"
1098,"134157,134157,8021,8021,8021,8021,8021,6863,147684,155231,4205,105654,119438,4203,4203,4203,116541,116541,116541,116541,116541,116544,116544,1182,1173,1175,7352,1177,155997,10506,10458,10458,10461,10461,10423,10466,1013,1109,10531,10435,34129,146969,34169,34169,34169,1122,38553,59392,1364,1509,1509,1509"
1099,"4143,4143,4143,112603,112607,112607,112607,60,52,54,75,75,75,75,155722,155722,155722,6209,1366,1366,38555,1465,1465,1465,7608,155728,7483,10389,10389,10389,127396,34134,34134,34134,1110,1110,1110,1015,10488,152032,152032,152032,10483,10483,34155,6453,6470,6467,6445,8469,131672,131677,106482,1166,1166,8697,175321,175321,175321,175321,175321"
1100,"1534,1534,1534,1534,44,177915,108835,108835,125625,1326,181233,1433,136565,136565,136565,1327,110427,107447,108977,108977,107445,107445,107445,107445,107445,107445,684,684,684,1328,1328,1328,1328,1328,1328,1328,1328,1431,183952,125624,141731,141731,141731,1534,44,44,43,102513,102513,77,7365,7365,7365,1280,25683,25683,25683,100126,6204,176395,176395,176395,176395,133196,133196,133196,133196,600,595,7610,7610,106425,121397,121397,121397,121397,121397,121397,121397,121397,121397,121397,121397"
1101,"6428,6428,8706,8706,108531,108531,10502,10502,1181,122707,122707,1010,1010,1010,1010,1010,1010,1010,1010,1137,1137,1141,1141,159378,159378,1298,1298,1298,1297,86,10302,10291,89,89,122454,122454,4150,101,101,101"
1102,"105550,105550,105550,26428,26328,26804,26800,26896,26896,26642,26746,26746,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26744,26744,26739,26890,26805,26779,26640,191256,191256,191256,191256,139585,139585,139585,139584,26949,26949,26949,108518,108518,108518,108518,108518,108518,108518,1439,108530,1437,1437,1437,107456,107456,107456,107456,132780,107454,107454,107454,107454,1313,1313,1313,1534,1534,1534,1534,45,45,45,102,100,10288,10288,10288,89,89,89,122454"
1103,"90,90,90,90,107217,107217,110377,4149,1534,1534,1534,177915,177915,108835,108835,107212,125625,181233,1433,136565,1321,1321,1321,4155,685,108977,105554,105554,680,99927,110375,178462,27776,27776,39545,27566,27566,110371,110371,27762,27670,27410,27536,27100,27603,191997,27448,27557,19619,39109,185425,96790,96790,120864,39057,39057,38842,38917,120878,19634,120828,120826,28698,28698,28698,120953,107456,132781,28396,28394,28394,38969,38912,38912,28375,28375,28375"
1104,"1121,1121,6471,7356,157036,155584,152649,6452,34140,34140,121204,10482,10485,10485,10479,10479,10487,10487,10487,10487,1013,1013,1109,10531,10531,10435,10393,155729,155729,7611,7611,7611,7611,1368,6211,6211,6211,1469,1469,159251,159251,159251,65,65,65,65,65,65,65,65,66,66,66"
1105,"804,804,804,22444,99426,99426,2348,5194,5194,8493,153398,5050,5052,102169,6045,5122,159380,6379,5127,5127,5127,5127,22308,6858,5254,5257,5254,1002,1002,1002"
1106,"10547,10547,10547,6508,6508,1012,6507,10460,10465,10556,10472,1014,6504,6474,6474,34145,980,6481,985,987,6484,6484,6484,159259,159259,159259,193014,193014,6492,6492,6492,6492,39203,39203,39203,734,734,734,39167,39164,39179,39179,25370,190271,99889,5803,5807,5807,5807"
1107,"4160,4160,4160,685,684,684,1328,1328,1328,1328,136566,1431,1431,1431,1431,183952,125624,141731,141731,141731,141731,1534,1534,177914,177914,177914,45,45,45,45,102,102,100,10285,10299,10295,165856,105992"
1108,"183952,183952,125624,125624,125624,107218,141731,141731,141731,141731,1533,1533,4148,10598,110379,110379,110379,110379,91,107220,107220,122570,92,94,94,94,96"
1109,"56741,56741,56741,56741,56741,56740,56740,56740,56740,156280,56741,157179,157179,7005,5034,5034,978,973,970,962,26,156003,22372,22372,7036,7036,19,99299,1382,125631,135,136,125638,125638,193260,116576,116576,125639,25244,141,141,141,141,142,147,1089,1088,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,39167,39167,39167,39167,39167,39167,39167,39179,39193,39169,39169,99062,99062,99062,99067,99067,99067,99067,39199,39199,152249,39194,155409,155409,155410,155410,155410,155413,640,641,36626,36626,36626,5617,153305,153305,153305,153305,153305"
1110,"157177,157177,157177,157177,157177,56740,56740,56742,102153,102151,102157,152675,140716,1573,106907,106907,106907,106903,100097,100097,100097,191975,106,117,121823,121823,121823,121823,107217,4149,4149,1534,1534,1534,54757,4144,77,1285,7365,7365,1280,100126,6204,176395,176395,176395,176395,133196,893,893,893,600,106050,133194,133194"
1111,"116544,1182,1182,1172,7348,7348,6428,8712,8717,8714,154092,1300,1300,117104,117104,1006,1006,1006,1006,1142,1144,107216,107216,10187,1131,1131,13340,13340,13340,13340,13336,1575,1575,132,130,105040,105040,156287,132860,132860"
1112,"13226,191085,191085,13227,13227,13227,133430,27195,27195,27195,27195,27195,27195,27195,6517,6517,185915,150013,1,144,144,144,144,25681,156205,140,6848,1210,1166,1161,175321,175321,175383,158526,158526,158526,105084"
1113,"134157,134157,134157,134157,134157,8021,6862,6867,6865,6865,6865,6865,6865,6865,35000,6868,6868,6868,6868,6868,154046,154046,154046,7245,134159,134383,7272,7272,7272,7272,7272,7272,7272,194168,180970,870,166,181,182,182,182,33684,33682,137758,137758,137758,137758,137758,137758,137758,137758,137758,137758,185,185,33694,2014,2014,2014,2014,24541,24544,24552,154984,96553,24588,24619,137863,96571,90721,179010,24791,192395,31618,110043,110043,110043,151248,151236,2400,151233,2405,3762,21411,2410,21414,21418,21432,2413,21400,21400,60986,21396,103579,2420,186654,60988,2429,3764,3768,153015,153015,153015,2431,25340,25340,82278,82278,28521,28521,28557,2436,190357,28881,101289,2437,2437,17428,17428,17421,17421,17389,152606,25306,101311,101311,25309,16434,158696,16415,16415"
1114,"183952,183952,141731,141731,141731,1534,1534,1534,45,45,102,100,10285,10290,183393,25719,100135"
1115,"25739,26482,110343,105550,26368,26628,26328,26923,26978,26912,26738,26738,26738,26746,26746,26617,26617,26617,26617,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26645,26617,26617,26617,26617,26617,26617,26617,26617,26617,26645,26645,26645,26645,26744,26744,26744,26762,26888,26979,26924,26802,26802,26802,101782,27015,27015,110342,15245,26486,25775,25771,78576,25758,4787,4787,4787,136568,136567,136567,136567,136567,156003,22372,7036,7036,19,99299,1382,125631,125631,178,178,181,182,182,182,33684,183,183,183,122739,122739,122739,4290,4290,6782,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,3921,3926,3870,3918,3918,593,593,593,593,593,593,593,593,36510,36510"
1116,"1437,1437,107456,132780,132780,107454,10594,1534,44,44,43,54757,4144,4144,4144,4144"
1117,"112604,112604,112604,112604,112603,112603,112603,112603,112607,112607,60,52,52,54,75,75,155722,155722,155722,155722,1366,1366,10534,1465,1465,7608,155728,155728,7483,10389,1107,1107,6504,991,190143,190145,982,37899,37899,37899,37899,772,150012,110120,7761,7762,7762,12455,7748,67062,67058,153298,67052,12655,7770,146907,12594,12593,152933,152933,152933,152933"
1118,"55,55,63,56,59,59,59,59,60,52,54,54,75,75,75,60830,60834,67,67,67,67,67,69,69,72,25719,159250,10590,1154,34175,1478,1478,1478,1137"
1119,"157177,157177,157177,56740,156280,56742,102153,102157,152675,1563,140716,106907,106903,106903,106903,140715,191975,115,99,90,90,90,90,107216,107216,91,107219,103154,1304,183393,183393,183393,183393,183393,183393,183393"
1120,"106372,156295,156295,156295,156295,156295,156295,156295,156295,156295,156295,156295,156295,156295,156295,156292,156292,156292,156292,156292,1149,156290,1491,1491,1491,1491,1491,168058,13368,156311,156311,131,105035"
1121,"4143,4143,4143,79,79,79,79,108881,108881,108881,108881,1290,1292,1292,108411,108456,108456,108456,105994,1294,49,49,49,107212,107212,125625,125623,1518,79775,1532,1532,154957,108529,108529,1440,191192,191192,1444,1447,1450,123468,1562,1562,1562,1562,1571,1571,1571,6526,5036,5036,5036,5036,5036,5036"
1122,"796,796,796,796,796,796,134382,134158,154048,175439,175439,6833,6836,6836,6836,6836,6872,6828,6828,6828,6828,6828,6828,6828,6828,6826,6826,6826,6826,6826,6826,6826,194151,1196,193260,116576,116576,116576,25674,25244,141,141,141,141,143,3,125885,106553,7730,12518,12482,12482,12482,12482,12482,12482,12482,12482,12482"
1123,"1299,1299,1299,159378,159378,1298,1298,1297,33178,10291,89,122454,4151,177915,134152,107212,125625,157116,157266,79775,79775,79775,1532,154957,1437,1437,1437"
1124,"1509,892,892,25671,25671,25671,1509,1509,1509,189192,189192,153300,133194,597,153301,153301,139407,33018,159253,191120,190877,190875,191089,191089,191089,191089,183815,102162,102162,13241"
1125,"134157,134157,134157,8021,158525,176425,155231,155231,8865,6841,6841,6841,6841,6827,1198,1194,1194,1194,7091,7093,8704,8712,8717,8714,30294,1300,117104,117104,117104,117104,1006,183753,159378,1298,1297,86,10302,10291,89,89,89,122454,190563,4151,177915,108835,108835,107212,125625"
1126,"102349,106424,106424,106424,106424,106424,106424,106424,106050,153302,153302,153302,598,1354,1430,1430,153302,153302,153302,153302,153302,153302,153302,153302,153302,153302,153302,153302,153302,598,1353,1362,125616,1352,1350,1350,1346,150,150871,150871,156011,156011,37891,37896,37896,4,37894,156199,156199,156199,737,726,726,99088,133450,133437,136548,136541,911,4082,907,907,907,22005,22054,1386,1387,22026,22026,1994,1994,1994,1994,1994,1998,1998,1998,3918,3918,3918,593,593,593,593"
1127,"155603,155603,1841,197,6236,6253,6253,110134,24180,107434,107434,190145,6480,6480,896,895,1100,10565,10565,6225,6225,597,599,133196,892,892,892,892,25672,6217,6207,6207,5116,10539,1468,155721,74,55,55,55,55,62,62,62,1288,1288,1288,1282,1282,1282,1282,57,57,57,57,60835,63,56,58,58,58,78,102512,97957,97957,108881,108881,108881,108881,1290,1290,1292,108411,108456,105994,1294,1294,108834,108831,108831,108831,108831"
1128,"183753,159378,159378,159378,1298,1297,33178,10302,10291,89,89,122454,122454,190563,4151,4151,4151,43,4144,102513,102513,102513,77,77,77,77,77,77"
1129,"1361,1361,1362,125616,1352,1349,1349,1349,1349,149,149,149,78707,137913,137913,137882,137882,137832,137843,186823,120794,120807,27299,120819,27688,27384,120790,120790,27762,27859,27859,27859,27859,27859,27859,27859,27859,27859,27859,27859,27344,27344,27670,27670,27831,27831,27342"
1130,"191089,39176,7441,5721,78716,10688,5718,5716,10690,10690,6228,6228,6228,6228,60344,1276,4146,4146,4146,4146,5115,5115,5115,1279,1282,85,85,10535,74,74,55,63,56,59,59,59,60,60,60"
1131,"133196,892,892,892,25672,25672,6208,6207,5116,1466,60834,67,67,69,73,155993,10291,10284,10284,89,122454,4151,177915,108835,108835,108833,107212,107212,107212,107212,107212,107212,107212"
1132,"132781,132781,132781,162413,162413,1442,1442,1442,1442,107457,107457,107457,107457,107457,1525,1525,1525,1525,1525,1525,1532,154957,1438,1438,1438,108529,108529,108529,191188,191192,1447,1447,1450,116575,7091,1454,1562,1562,1571,1571,123576,6526,83503,83503,157177,157177,157177,157177,157177,157177,157177,56740,56740,56740,56740"
1133,"1437,1437,107456,107456,107456,132780,18794,18794,1313,1313,10594,1534,43,4143,97958,102513,102513,102513,102513,102513,102513,77,77,77"
1134,"183952,183952,125624,141731,141731,141731,141731,141731,1534,1534,1534,44,108838,108835,108835,125625,125625,125623,157116,1518,1518,157265,107425,108959"
1135,"79463,79463,79463,79463,79463,79463,79463,79463,79463,79463,79463,79463,79463,79453,79453,79453,79453,79453,79453,79453,79453,79453,79453,79453,79453,79453,79453,79480,79480,79468,24269,79493,79493,79572,79567,79567,79567,43562,43562,43562,79532,24186,153342,153342,153342,153342,153342,153342,153342,153342,153342,153342,153342,79471,1232,1237,1240,1243,1243,1243,1243,1243,1243,1243,1243,156274,156274,7021,6994,14691,14925,156277,156277,156277,14929"
1136,"175421,175421,175421,102162,13241,156132,6489,21473,37898,37898,37898,37898,108491,772,775,1,144,144,144,144,25697,25697,25697,6,106446,170,116547,116547,116547,8448,788,8844,795,4201,4201,4201,798,798,798,798"
1137,"183952,183952,141731,141731,141731,141731,141731,1534,1534,1534,1534,43,43,97958,102513,77,100094,7365,7365,1288,25685,1271,1278,60347,159430,159430,10695,10695,10695,10692,10692,10692,154940,10680,191044,191044,191044,60342,60342,60342,60342,60342,60342,100109,100109,10670,10670,10670,10670,10670,10670,10670,10670,10670,100109,91184,91184,91184,91184,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,100109,10668"
1138,"157177,157177,157177,56740,56740,56742,102153,102157,152675,152675,7000,140716,106907,106903,106903,106903,100097,100097,191975,115,99,107215,121823,94,94,96,100,100,10285,10290,10287,100141,4076,4076,1474,1473,1473,1473,1476,1476,159377,159377,159377,159377,159377"
1139,"108529,108529,108529,108529,108529,108529,1440,1440,1440,1440,191971,110072,110072,110072,18794,18794,18794,1313,1313,132782,132782,132782,54757,112602,79,79,79,79,79,79,79,79"
1140,"12445,100186,7745,7751,7751,7751,34275,34275,34275,34275,39163,39215,191261,175416,175416,631,172287,172287,172287,172287,172287,172287,172287,172287"
1141,"108881,108881,108881,1291,1291,1512,1512,10621,10621,119676,119676,132754,10641,27120,27120,27120,27120,27120,1272,1272,1272,1272,59387,6215,6215,176395,176395,133196,133196,133196,133196,893,893,600,595,156129,156129,156129,156129,1103,1103,1103,1103,1103,34145,980,6481,150246,37899,772,772,772,774,7758,153328,153328,153328,153328,7761,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706,27706"
1142,"112604,112602,80,102513,102513,77,77,100094,7365,7365,1288,1288,1280,1271,1275,1275,1275,1277,1277,1277,1277,1275,1275,1275,1275,1275,1275,1275,1278,1278,1278,100111,100111,100111,100111,100111,100111,132760,132760,60345,159430,159430,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10691,5717,10687,5724,1267,10730,102137,5828,153938,5832,7525,7525,7439,7436,7436"
1143,"1325,1325,1325,183952,125624,141731,141731,141731,141731,141731,1533,4148,10598,10598,110379,110379,110379,110379,110379,91,107219,122572,121,121,122,12952,12952,12939,12939,1311,1311"
1144,"56741,56740,56740,156280,56741,83504,157182,7005,14956,5034,5034,5034,971,971,973,970,962,156003,22372,22372,7036,19,99299,1382,125631,135,136,125638,193260,116576,125639,25244,141,141,141,146,147,1086,1086,1088,12449,12449,12449,12449,12449,12449,12449,12449,12449,1095,1095,1095,1095,1095,1095,1095,39167,39167,39167,39217,39217,39217,39217,39217,39217,99055,99055,99055,190859,190861,190861,190861,190861,190859,190859"
1145,"4143,4143,112603,112607,112607,112607,52,54,54,75,1466,1466,60834,1470,67,67,69,72,100134,159250,159370,1296,1474,1484,162526,7350,7350,7350,1502,1502,159371,159371,138,125634,125634,6781,125629,51498,51474,51469,51476,5143,5143,5143,9940,99398,99415,1216,1216,1216,22447"
1146,"157177,157177,157177,56740,56740,56740,157179,157179,7005,14956,5034,5034,5034,971,962,962,156003,22372,22372,7036,7036,7036,7036,7036,19,19,19,19,19,99299,99299,99299,99299,1382,125633,125631,125631,135,136,125638,193260,193260,193260,116576,116576,116576,116576,125639,25674,25244,141,141,141,141,141,157,147,147,1089,1086,1086,1086,1086,1086,12449,12449,12449,1095,1095,1095,1095,1095"
1147,"5825,176429,176429,1265,1249,1249,102138,153973,153973,134045,177407,1060,1070,156011,156011,37891,37896,37896,4,37894,156199,156199,156199,737,726,726,99088,133449,133449,133443,136476,136476,1938,1925,1925,4083,3867,99158,99158,99158,3926,3870,3918,3918,593,593,593,593,593,593,593,36510"
1148,"91197,91197,91197,6343,6343,179005,5271,5271,5271,5271,5271,5271,5271,5282,5282,106371,156295,156292,156298,1491,1491,1491,1491,1491,168058,13368,156311,156311,131,131,131,131,105035,105035,191977,191977,191977,191977,191977,191977,191977,191977,191977,1153,1153,1153,1153,1153,1153,1153,1150,1150,156091,156091,156091,156091,156091,7323,7323,7323,7323,7323,140716,140716,1565,14694,14694,24263,24263,24263,24263,24263,7401,183741,183741,183741,183741,183741,183741,168060,168060,168060,168060,168057,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,7401,168061,1490,156297,5293,156294,5286,159472,5269,51473,51473,51473,51473,51473,51473,51473,51473,51473,51473,51473,51473,51473,51473,51466,51466,91197,91197,91197,91197,91197,91197,6343,6343,6343,6343,6343"
1149,"1367,1367,1367,1367,1365,1365,1365,1365,10355,1466,1466,1466,1466,60834,67,67,73,73,25714,10293,25718,10281,10281,10283,122570,93,91,91,107219,107219,122573,25718,10281,10281,10281,10281,10281,10281,10281,10281"
1150,"5652,5652,5743,12375,12375,12375,12375,12345,12345,12345,12325,103983,5654,5654,5654,5654,183735,12326,5650,12355,5644,38387,5762,100171,5814,5750,7204,7204,185457,185482,154003,638,156545,39208,176390,39162,39162,191261,175416,175416,190830,190830,39177,39177,39187,191122,191122,116786,116786,116786,37860,37864,6227,1099,1101,1101,1102,1105,1105,1105,1105,1105,1105,189930,34134,34134,34134,10411,10430,10453,10453"
1151,"156229,151972,151972,151972,151972,12527,754,762,767,7698,7698,738,731,51538,51538,131577,167836,100333,39538,11907,11907,11907,11909,131549,11893,11893,11893"
1152,"183952,125624,107218,141731,141731,141731,4148,110379,107216,107219,107219,125626,103154,127,25712,10295,10295,105993,100141,4076,1474,1471,162527,162527,162527,1143,1143,1143,1005,1005,1005,1007,10438,1012,1012"
1153,"125624,125624,141731,141731,141731,141731,141731,141731,1534,1534,1534,97958,102513,77,77,100094,7365,25683,6204,183385,176395,176395,176395,176395,176395,176395,133196,133196,893,153300,153300"
1154,"190596,190596,11149,190571,11129,10935,153924,653,10959,10961,10896,159457,1257,1337,100107,165037,1249,1249,1249,106551"
1155,"1476,1476,159377,1478,1478,1478,1137,1142,1142,1142,1142,140435,1144,1129,1131,1132,13340,13340,13340,1487,156307,5306,5306,5306,5306,5306,5306,1490,6994,159068,14691,14927,161832,1563,106920,1566"
1156,"175419,175419,175419,183815,6492,6492,6492,6492,631,185471,1062,13159,13155,5721,78716,78716,78716,5723,5718,10690,10694,60344,100112,1277,1277,1277,1274,1269,1269,1269,1269,1281,1287,1287,1287,7366,132756,1284,1284,78,102512,102512,102512,102512,97957,108881,108881,108881,108881,1290,1290,10543,10543,1292,1292,1292,1319,10436,1506,1317,1317,108456,105994,1294,49,134152,134152,134152"
1157,"1452,1451,1451,1445,191189,1439,1439,1439,1439,1439,108530,1437,1437,1437,107456,132780,107454,107454,1313,1313,10594,1534,1534"
1158,"10593,10593,10593,10598,10598,110379,107216,107219,122573,122573,122573,122573,103154,103154,127,25712,183392,183392,10294,10291,89,89,122453,25256,25256,25256,25256,25256,25256,25256,4144,77,100098,7365,1288,1280,1280,25685,1271,1275,100110,1352,1349,1349,1349,1349,149,149,149,149,137903,137913,137882,137893,137832,137842"
1159,"79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79"
1160,"1232,1237,158952,1240,136346,1242,7024,140136,140136,156274,156274,6994,14691,14927,14927,7000,1563,1563,106913,106910,106910,106910,123469,123472,1452,1452,1451,1445,191189,191189,191189,1439,1439,1439"
1161,"888,22446,22446,22446,101607,101607,101607,101607,101607,807,22420,22421,22424,8921,8921,8923,9947,9947,9939,9939,9939,5190,5118,8491,8522,8522,150241,191943,191943,191943,154049,154049,154049,7245,7245,134157,134157,134157,134157,6865,134157,6865,134157,134157,134157"
1162,"183952,125624,125624,107218,107218,141731,141731,141731,141731,1533,4148,10598,110379,110379,110379,107216,107219,127,25712,10295,105993,4076,1474,1484,1473,1473,1473,1473,1476,1476,1476,1476"
1163,"10401,10401,10401,34175,1478,1138,1008,168373,34149,1176,1184,185484,1187,125639,25673,116545,116571,25239,168345,136470,136470,947,28124,28124,28120,6783,6783,6782,6782,6782,6782,1911,1911,1913,3867,4078,99158,99158,3925,3926,3870,3918,3918,593,593,593,593"
1164,"153383,153383,185736,7461,7504,7463,100107,1253,1249,106550,10729,10688,5718,5714,7447,5713,7450,33017,33017,33019,33019,33019,33019,597,153302,599,599,133196,892,892,25671,25671,25671,25671,1510,1510,1510,1510,1510,1510,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1510,1510,1510,1510,1510,1510,1510,1510,1124,1124,1124,1124,1124,1124,1124,189195,189195,189195,189195,153300,133194,597,598,1353,1362,100123,100123,100123,100123,10695,10695,10695,10691,5715,5717,10687,5724,1267,1267,10730,10730,10730,10730,102137,5828,153938,5832,7456,153379,153381,153381,153381"
1165,"157177,157177,157177,157177,56740,56740,56740,56742,102153,102157,152675,152675,1563,140716,106907,140715,140715,140715,140715,100097,118,191967,107215,121823,121823,121823,121823,107217,185761,4149,1534,1534,1534,43,54757,112602,112602,112602,112602"
1166,"8474,8474,34762,796,796,134382,134158,134158,154048,175439,175439,6830,8494,6855,106429,106429,106430,6415,6419,6379,5212,22308,6857,5256,1001,1001,1001,1001,1001,13340,13340,13340,156300,1575,1575,131,131,105035,105035,1153,1150,156091,7323,140714,100091,1556,1454,123468,1562,1562,1571"
1167,"156274,156274,156274,156274,6994,14691,6997,14927,14927,1495,5268,14927,161832,1563,1563,1567,106907,106907,106903,106903,106903,106903,100097,191975,115,107215,121823,121823,121823,121823,121823,121823,121823,121823,107217,110377,1534,1534,1534,1534,43,108839,54752,97954,97954,97954,97954,6511"
1168,"10298,10298,10298,10298,10298,10298,10298,10298,10298,10298,10298,10298,10298,10298,10298,10284,89,89,122454,4150,102,102,102,100,10289,10285,10295,100141,4076,1474,162527,140424,6397,1502,1502,159371,159371,137,137,178,178,182,182,182,33684,33682,183,183,183,122739,122739,122739,4290,4290,6782,6782,6782,1909,1911,1913,3867,4078,99158,99158,3925,3926,3870,3918,3918,3918,593,593,593,593,593,593,593,36510,36510"
1169,"183952,183952,125624,125624,125624,141731,141731,141731,141731,141731,1534,1534,1534,1534,43,43,4144,102513,102513,102513,77,100094,100098,7365,1288,1280,1271,1275,1278,100111,100111,100111,100111,100111,100111"
1170,"162528,162528,162528,162528,162528,162528,10454,10453,10453,10547,10442,6508,1012,1012,6507,10423,10556,1014,6505,6505,6504,991,991,991,34145,980,190145,982,108491,108491,108491,108491,771,771,156202,156199,156199,156199,156199,736,731,731,715,711,708,161174,106702,106702,21458,21462,623,623,623,108789,5354,7617,706,706,706,128596,128596,128596,128596"
1171,"5824,5827,7512,1249,106550,1268,1268,1268,10688,5716,10690,10690,6228,6228,60344,1277,1274,5115,1279,1279,1279,1279,1279,1279,85,10535,74,74,74,74,75,59394,1366,1366,1366,1366,1366"
1172,"163875,163875,102169,6045,5122,5122,5122,5124,153332,6742,5203,5217,5234,39571,5231,5231,51482,5276,156295,156295,156295,156295,156292,156298,156298,156298,1149,168060,168058,156285,156285,156285,156287,156287,132860,100097,191974,191974,152024,152026,1538,1538,1538,1538,1445,1445,1445"
1173,"115,115,104,109,6860,153677,123,120,103154,10283,10283,10283,122571,122571,122571,122571,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,97,97,39542,39542,110378,110378,110378,110378,191970,191970,1314,18795,18795,1457,1442,1442,1442,107457,82288,106293,106293,106293,1531,1531,1531,154950,108463,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,154953,108462,154951,154951,154951,154951,1532,1532,1521,1521,97720,97720,1523,79777,79777,79777,79777,157112,116460,107427,164995,164995,164995,680,680,99929,99929,99929,99929,99929,99929,680,680,680,680,680,680,680,680,680,680,680,680,99929,99929,99929,99929,176580,176580,108960,108960,108960,108960,176580,176580,176580,176580,176580,176580,176580,108960,108960,176580,176580,176580,176580,108960,108960,176580,176580,176580,176580,108960,108960,176580,176580,176580,108958,680,680,680,680,680,680,680,99929,99929,176580,176580,108960,108960,108960,108960,108960,108960,176580,176580,176580,176580,176580,108959,108961,108961,108958,116459,157112,157112,157112,136565,136565,136565,136565,136565,136565,136565,1322,1322,1322,1322,1322,1322,1322,10604,108387,10606,10606,108411,108411,1318,1318,165047,10599,10599,10599,10599,10599,1516,1516,1516,1516,1516,1516,1516,1516,4153,4153,4153,4153,4153,4153,4153,4153,97946,97946,97946,97946,97946,97946,97946,97946,97946,97946,1294,1294,1294,1294,108833,107212,125625,1324,1324,1324,157116,157266,1532,1532,1532,1532,1532,154957,154957,1438,108529,108529,1440,191187,110063,191971,110069,110069,110069,115,115,115,115,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104"
1174,"122413,122404,122404,99409,22424,22430,8921,8921,8923,9939,9939,9939,9939,5190,5117,5184,8505,163875,6045,6045,5122,159380,5127,22308,6858,6858,5254,1002,1002,159248,110453,110453,110453,1146,1310,6516,12950,123,120,120,120,127"
1175,"56741,56741,56741,56741,56741,56740,56740,56740,156280,56741,157181,157181,15007,7005,5034,5034,5034,5034,978,978,970,26,23,22372,7036,19,99299,1382,125631,135,135,136,1203,194151,6829,8862,8867,155227,176425,8558,158526,105085,7233,8826,8826,792,792,792,795,4201,797"
1176,"1533,4149,4149,4149,1534,1534,43,97958,102513,102513,102513,77,169421,7365,1280,6204,176395,176395,176395,133196,892,892,892,892,892,892,892,892,892,892"
